"idCpu";"registro";"hora"
664;13.4;"2022-10-24 21:58:06"
665;10.9;"2022-10-24 21:58:07"
666;15.2;"2022-10-24 21:58:08"
667;11.9;"2022-10-24 21:58:09"
668;16.1;"2022-10-24 21:58:10"
669;10.5;"2022-10-24 21:58:11"
670;11.7;"2022-10-24 21:58:12"
671;12.0;"2022-10-24 21:58:13"
672;7.0;"2022-10-24 21:58:15"
673;20.9;"2022-10-24 21:58:16"
674;15.6;"2022-10-24 21:58:17"
675;26.7;"2022-10-24 21:58:18"
676;8.1;"2022-10-24 21:58:19"
677;19.1;"2022-10-24 21:58:20"
678;7.0;"2022-10-24 21:58:21"
679;12.6;"2022-10-24 21:58:22"
680;5.4;"2022-10-24 21:58:23"
681;7.4;"2022-10-24 21:58:24"
682;7.3;"2022-10-24 21:58:25"
683;14.7;"2022-10-24 21:58:26"
684;16.3;"2022-10-24 21:58:28"
685;18.0;"2022-10-24 21:58:29"
686;16.4;"2022-10-24 21:58:30"
687;6.9;"2022-10-24 21:58:31"
688;10.9;"2022-10-24 21:58:32"
689;13.8;"2022-10-24 21:58:33"
690;7.3;"2022-10-24 21:58:34"
691;22.9;"2022-10-24 21:58:35"
692;16.0;"2022-10-24 21:58:36"
693;21.7;"2022-10-24 21:58:37"
694;24.4;"2022-10-24 21:58:38"
695;26.5;"2022-10-24 21:58:40"
696;20.5;"2022-10-24 21:58:41"
697;34.5;"2022-10-24 21:58:42"
698;35.0;"2022-10-24 21:58:43"
699;22.6;"2022-10-24 21:58:44"
700;24.3;"2022-10-24 21:58:45"
701;22.8;"2022-10-24 21:58:46"
702;8.6;"2022-10-24 21:58:47"
703;14.9;"2022-10-24 21:58:48"
704;16.7;"2022-10-24 21:58:49"
705;25.6;"2022-10-24 21:58:51"
706;12.1;"2022-10-24 21:58:52"
707;30.4;"2022-10-24 21:58:53"
708;20.6;"2022-10-24 21:58:54"
709;52.9;"2022-10-24 21:58:55"
710;21.8;"2022-10-24 21:58:56"
711;29.6;"2022-10-24 21:58:57"
712;25.3;"2022-10-24 21:58:59"
713;22.6;"2022-10-24 21:59:00"
714;27.8;"2022-10-24 21:59:01"
715;12.2;"2022-10-24 21:59:02"
716;23.8;"2022-10-24 21:59:03"
717;42.1;"2022-10-24 21:59:04"
718;12.7;"2022-10-24 21:59:05"
719;21.4;"2022-10-24 21:59:06"
720;20.2;"2022-10-24 21:59:07"
721;30.2;"2022-10-24 21:59:08"
722;38.6;"2022-10-24 21:59:09"
723;24.5;"2022-10-24 21:59:11"
724;23.6;"2022-10-24 21:59:12"
725;17.9;"2022-10-24 21:59:13"
726;12.8;"2022-10-24 21:59:14"
727;9.7;"2022-10-24 21:59:15"
728;27.2;"2022-10-24 21:59:16"
729;24.2;"2022-10-24 21:59:17"
730;19.8;"2022-10-24 21:59:18"
731;21.2;"2022-10-24 21:59:19"
732;18.7;"2022-10-24 21:59:20"
733;9.6;"2022-10-24 21:59:22"
734;10.1;"2022-10-24 21:59:23"
735;13.0;"2022-10-24 21:59:24"
736;7.7;"2022-10-24 21:59:25"
737;35.9;"2022-10-24 21:59:26"
738;22.1;"2022-10-24 21:59:27"
739;8.9;"2022-10-24 21:59:28"
740;9.0;"2022-10-24 21:59:29"
741;13.8;"2022-10-24 21:59:30"
742;15.1;"2022-10-24 21:59:31"
743;27.7;"2022-10-24 21:59:32"
744;47.7;"2022-10-24 21:59:34"
745;35.2;"2022-10-24 21:59:35"
746;27.6;"2022-10-24 21:59:36"
747;21.6;"2022-10-24 21:59:37"
748;24.3;"2022-10-24 21:59:38"
749;19.4;"2022-10-24 21:59:39"
750;22.0;"2022-10-24 21:59:40"
751;19.2;"2022-10-24 21:59:41"
752;9.4;"2022-10-24 21:59:42"
753;19.8;"2022-10-24 21:59:43"
754;7.3;"2022-10-24 21:59:45"
755;17.2;"2022-10-24 21:59:46"
756;10.3;"2022-10-24 21:59:47"
757;19.2;"2022-10-24 21:59:48"
758;20.3;"2022-10-24 21:59:49"
759;22.2;"2022-10-24 21:59:50"
760;12.0;"2022-10-24 21:59:51"
761;10.5;"2022-10-24 21:59:52"
762;8.4;"2022-10-24 21:59:53"
763;8.9;"2022-10-24 21:59:55"
764;10.2;"2022-10-24 21:59:56"
765;18.3;"2022-10-24 21:59:57"
766;10.0;"2022-10-24 21:59:58"
767;21.5;"2022-10-24 21:59:59"
768;24.3;"2022-10-24 22:00:00"
769;19.5;"2022-10-24 22:00:01"
770;13.1;"2022-10-24 22:00:02"
771;23.6;"2022-10-24 22:00:03"
772;24.9;"2022-10-24 22:00:04"
773;84.8;"2022-10-24 22:00:06"
774;43.3;"2022-10-24 22:00:07"
775;37.0;"2022-10-24 22:00:08"
776;35.7;"2022-10-24 22:00:09"
777;31.0;"2022-10-24 22:00:10"
778;39.5;"2022-10-24 22:00:11"
779;69.7;"2022-10-24 22:00:12"
780;68.5;"2022-10-24 22:00:13"
781;31.6;"2022-10-24 22:00:15"
782;33.8;"2022-10-24 22:00:16"
783;13.6;"2022-10-24 22:00:17"
784;10.7;"2022-10-24 22:00:18"
785;14.1;"2022-10-24 22:00:19"
786;7.8;"2022-10-24 22:00:20"
787;21.1;"2022-10-24 22:00:21"
788;25.0;"2022-10-24 22:00:22"
789;8.7;"2022-10-24 22:00:23"
790;16.7;"2022-10-24 22:00:25"
791;28.9;"2022-10-24 22:00:26"
792;28.1;"2022-10-24 22:00:27"
793;25.0;"2022-10-24 22:00:28"
794;19.7;"2022-10-24 22:00:29"
795;14.6;"2022-10-24 22:00:30"
796;21.3;"2022-10-24 22:00:31"
797;19.5;"2022-10-24 22:00:32"
798;30.4;"2022-10-24 22:00:33"
799;16.2;"2022-10-24 22:00:34"
800;10.3;"2022-10-24 22:00:35"
801;6.5;"2022-10-24 22:00:36"
802;17.4;"2022-10-24 22:00:37"
803;17.5;"2022-10-24 22:00:38"
804;26.7;"2022-10-24 22:00:39"
805;25.6;"2022-10-24 22:00:41"
806;27.1;"2022-10-24 22:00:42"
807;49.0;"2022-10-24 22:00:43"
808;58.2;"2022-10-24 22:00:44"
809;57.8;"2022-10-24 22:00:45"
810;74.1;"2022-10-24 22:00:46"
811;42.9;"2022-10-24 22:00:47"
812;26.1;"2022-10-24 22:00:48"
813;32.3;"2022-10-24 22:00:49"
814;33.2;"2022-10-24 22:00:50"
815;26.2;"2022-10-24 22:00:51"
816;27.3;"2022-10-24 22:00:52"
817;30.5;"2022-10-24 22:00:54"
818;30.2;"2022-10-24 22:00:55"
819;47.7;"2022-10-24 22:00:56"
820;57.6;"2022-10-24 22:00:57"
821;94.3;"2022-10-24 22:00:58"
822;36.6;"2022-10-24 22:00:59"
823;38.7;"2022-10-24 22:01:00"
824;28.6;"2022-10-24 22:01:01"
825;24.0;"2022-10-24 22:01:02"
826;27.9;"2022-10-24 22:01:03"
827;45.9;"2022-10-24 22:01:05"
828;39.5;"2022-10-24 22:01:06"
829;49.6;"2022-10-24 22:01:07"
830;26.2;"2022-10-24 22:01:08"
831;21.1;"2022-10-24 22:01:09"
832;22.6;"2022-10-24 22:01:10"
833;16.4;"2022-10-24 22:01:11"
834;18.1;"2022-10-24 22:01:12"
835;17.8;"2022-10-24 22:01:13"
836;18.1;"2022-10-24 22:01:14"
837;25.2;"2022-10-24 22:01:15"
838;18.7;"2022-10-24 22:01:17"
839;24.9;"2022-10-24 22:01:18"
840;73.5;"2022-10-24 22:01:19"
841;70.2;"2022-10-24 22:01:20"
842;99.6;"2022-10-24 22:01:21"
843;80.1;"2022-10-24 22:01:22"
844;66.8;"2022-10-24 22:01:23"
845;63.2;"2022-10-24 22:01:25"
846;68.6;"2022-10-24 22:01:27"
847;54.8;"2022-10-24 22:01:28"
848;47.7;"2022-10-24 22:01:30"
849;38.1;"2022-10-24 22:01:32"
850;41.3;"2022-10-24 22:01:34"
851;36.9;"2022-10-24 22:01:36"
852;62.1;"2022-10-24 22:01:38"
853;73.7;"2022-10-24 22:01:41"
854;58.3;"2022-10-24 22:01:43"
855;55.9;"2022-10-24 22:01:46"
856;32.2;"2022-10-24 22:01:48"
857;33.6;"2022-10-24 22:01:51"
858;34.9;"2022-10-24 22:01:53"
859;34.1;"2022-10-24 22:01:54"
860;41.7;"2022-10-24 22:01:56"
861;22.7;"2022-10-24 22:01:58"
862;32.2;"2022-10-24 22:02:01"
863;53.5;"2022-10-24 22:02:02"
864;31.2;"2022-10-24 22:02:05"
865;28.4;"2022-10-24 22:02:07"
866;30.3;"2022-10-24 22:02:09"
867;32.3;"2022-10-24 22:02:11"
868;30.4;"2022-10-24 22:02:12"
869;26.9;"2022-10-24 22:02:14"
870;28.0;"2022-10-24 22:02:15"
871;100.0;"2022-10-24 22:02:18"
872;81.1;"2022-10-24 22:02:19"
873;42.7;"2022-10-24 22:02:21"
874;42.2;"2022-10-24 22:02:24"
875;29.1;"2022-10-24 22:02:26"
876;21.1;"2022-10-24 22:02:29"
877;41.2;"2022-10-24 22:02:30"
878;42.1;"2022-10-24 22:02:32"
879;30.9;"2022-10-24 22:02:34"
880;29.4;"2022-10-24 22:02:35"
881;28.8;"2022-10-24 22:02:36"
882;20.6;"2022-10-24 22:02:37"
883;42.8;"2022-10-24 22:02:38"
884;25.9;"2022-10-24 22:02:39"
885;30.2;"2022-10-24 22:02:40"
886;18.8;"2022-10-24 22:02:41"
887;27.1;"2022-10-24 22:02:43"
888;34.4;"2022-10-24 22:02:44"
889;26.9;"2022-10-24 22:02:45"
890;32.2;"2022-10-24 22:02:46"
891;36.0;"2022-10-24 22:02:47"
892;36.6;"2022-10-24 22:02:48"
893;23.2;"2022-10-24 22:02:49"
894;47.2;"2022-10-24 22:02:50"
895;61.3;"2022-10-24 22:02:51"
896;32.6;"2022-10-24 22:02:52"
897;20.3;"2022-10-24 22:02:54"
898;15.6;"2022-10-24 22:02:55"
899;21.5;"2022-10-24 22:02:56"
900;24.5;"2022-10-24 22:02:57"
901;19.6;"2022-10-24 22:02:58"
902;16.1;"2022-10-24 22:02:59"
903;29.6;"2022-10-24 22:03:00"
904;25.3;"2022-10-24 22:03:01"
905;19.5;"2022-10-24 22:03:02"
906;17.6;"2022-10-24 22:03:03"
907;17.4;"2022-10-24 22:03:05"
908;19.4;"2022-10-24 22:03:06"
909;23.7;"2022-10-24 22:03:07"
910;21.3;"2022-10-24 22:03:08"
911;14.8;"2022-10-24 22:03:09"
912;17.6;"2022-10-24 22:03:10"
913;15.0;"2022-10-24 22:03:11"
914;28.4;"2022-10-24 22:03:12"
915;18.1;"2022-10-24 22:03:13"
916;14.6;"2022-10-24 22:03:14"
917;23.7;"2022-10-24 22:03:16"
918;30.7;"2022-10-24 22:03:17"
919;34.6;"2022-10-24 22:03:18"
920;17.5;"2022-10-24 22:03:19"
921;23.3;"2022-10-24 22:03:20"
922;26.8;"2022-10-24 22:03:21"
923;17.3;"2022-10-24 22:03:22"
924;26.2;"2022-10-24 22:03:23"
925;26.8;"2022-10-24 22:03:24"
926;19.5;"2022-10-24 22:03:25"
927;21.8;"2022-10-24 22:03:26"
928;17.6;"2022-10-24 22:03:27"
929;20.2;"2022-10-24 22:03:28"
930;21.4;"2022-10-24 22:03:29"
931;16.5;"2022-10-24 22:03:30"
932;21.2;"2022-10-24 22:03:32"
933;17.1;"2022-10-24 22:03:33"
934;20.7;"2022-10-24 22:03:34"
935;17.6;"2022-10-24 22:03:35"
936;26.5;"2022-10-24 22:03:36"
937;16.5;"2022-10-24 22:03:37"
938;26.0;"2022-10-24 22:03:38"
939;33.2;"2022-10-24 22:03:39"
940;67.3;"2022-10-24 22:03:40"
941;32.2;"2022-10-24 22:03:41"
942;35.0;"2022-10-24 22:03:43"
943;44.5;"2022-10-24 22:03:44"
944;22.5;"2022-10-24 22:03:45"
945;21.8;"2022-10-24 22:03:46"
946;32.2;"2022-10-24 22:03:47"
947;27.7;"2022-10-24 22:03:48"
948;17.9;"2022-10-24 22:03:49"
949;44.4;"2022-10-24 22:03:50"
950;28.6;"2022-10-24 22:03:51"
951;25.3;"2022-10-24 22:03:52"
952;19.4;"2022-10-24 22:03:53"
953;23.2;"2022-10-24 22:03:54"
954;24.2;"2022-10-24 22:03:56"
955;25.1;"2022-10-24 22:03:57"
956;23.6;"2022-10-24 22:03:58"
957;20.2;"2022-10-24 22:03:59"
958;28.3;"2022-10-24 22:04:00"
959;23.3;"2022-10-24 22:04:01"
960;33.0;"2022-10-24 22:04:02"
961;32.7;"2022-10-24 22:04:04"
962;15.8;"2022-10-24 22:04:05"
963;21.0;"2022-10-24 22:04:07"
964;14.9;"2022-10-24 22:04:08"
965;39.0;"2022-10-24 22:04:09"
966;26.1;"2022-10-24 22:04:10"
967;25.2;"2022-10-24 22:04:11"
968;17.1;"2022-10-24 22:04:12"
969;16.9;"2022-10-24 22:04:13"
970;19.5;"2022-10-24 22:04:14"
971;18.7;"2022-10-24 22:04:15"
972;27.1;"2022-10-24 22:04:17"
973;17.5;"2022-10-24 22:04:18"
974;20.5;"2022-10-24 22:04:19"
975;42.7;"2022-10-24 22:04:20"
976;32.1;"2022-10-24 22:04:21"
977;20.5;"2022-10-24 22:04:22"
978;33.2;"2022-10-24 22:04:23"
979;21.5;"2022-10-24 22:04:24"
980;23.3;"2022-10-24 22:04:26"
981;32.2;"2022-10-24 22:04:27"
982;31.8;"2022-10-24 22:04:28"
983;25.2;"2022-10-24 22:04:29"
984;20.9;"2022-10-24 22:04:30"
985;31.9;"2022-10-24 22:04:31"
986;24.5;"2022-10-24 22:04:32"
987;18.4;"2022-10-24 22:04:33"
988;23.3;"2022-10-24 22:04:34"
989;17.7;"2022-10-24 22:04:35"
990;27.6;"2022-10-24 22:04:37"
991;23.8;"2022-10-24 22:04:38"
992;26.3;"2022-10-24 22:04:39"
993;46.7;"2022-10-24 22:04:40"
994;23.0;"2022-10-24 22:04:41"
995;27.5;"2022-10-24 22:04:42"
996;22.5;"2022-10-24 22:04:43"
997;26.3;"2022-10-24 22:04:44"
998;31.5;"2022-10-24 22:04:45"
999;28.0;"2022-10-24 22:04:46"
1000;30.3;"2022-10-24 22:04:47"
1001;39.1;"2022-10-24 22:04:48"
1002;21.0;"2022-10-24 22:04:50"
1003;36.3;"2022-10-24 22:04:51"
1004;14.2;"2022-10-24 22:04:52"
1005;19.5;"2022-10-24 22:04:53"
1006;24.6;"2022-10-24 22:04:54"
1007;34.7;"2022-10-24 22:04:55"
1008;17.8;"2022-10-24 22:04:56"
1009;20.9;"2022-10-24 22:04:57"
1010;31.2;"2022-10-24 22:04:58"
1011;15.1;"2022-10-24 22:05:00"
1012;23.2;"2022-10-24 22:05:01"
1013;33.6;"2022-10-24 22:05:02"
1014;28.4;"2022-10-24 22:05:03"
1015;27.9;"2022-10-24 22:05:04"
1016;15.6;"2022-10-24 22:05:05"
1017;14.7;"2022-10-24 22:05:06"
1018;14.4;"2022-10-24 22:05:07"
1019;31.2;"2022-10-24 22:05:09"
1020;32.1;"2022-10-24 22:05:10"
1021;27.3;"2022-10-24 22:05:11"
1022;45.9;"2022-10-24 22:05:12"
1023;37.8;"2022-10-24 22:05:13"
1024;26.2;"2022-10-24 22:05:14"
1025;36.7;"2022-10-24 22:05:15"
1026;21.3;"2022-10-24 22:05:16"
1027;30.5;"2022-10-24 22:05:17"
1028;22.1;"2022-10-24 22:05:18"
1029;25.6;"2022-10-24 22:05:19"
1030;26.0;"2022-10-24 22:05:21"
1031;26.5;"2022-10-24 22:05:22"
1032;25.3;"2022-10-24 22:05:23"
1033;27.4;"2022-10-24 22:05:24"
1034;23.3;"2022-10-24 22:05:25"
1035;37.7;"2022-10-24 22:05:27"
1036;25.1;"2022-10-24 22:05:28"
1037;25.4;"2022-10-24 22:05:29"
1038;27.0;"2022-10-24 22:05:30"
1039;19.6;"2022-10-24 22:05:31"
1040;21.7;"2022-10-24 22:05:32"
1041;34.0;"2022-10-24 22:05:33"
1042;36.6;"2022-10-24 22:05:34"
1043;46.4;"2022-10-24 22:05:35"
1044;68.4;"2022-10-24 22:05:38"
1045;53.0;"2022-10-24 22:05:39"
1046;30.7;"2022-10-24 22:05:40"
1047;53.2;"2022-10-24 22:05:41"
1048;87.4;"2022-10-24 22:05:42"
1049;58.2;"2022-10-24 22:05:43"
1050;50.8;"2022-10-24 22:05:44"
1051;40.2;"2022-10-24 22:05:45"
1052;23.8;"2022-10-24 22:05:46"
1053;48.1;"2022-10-24 22:05:48"
1054;53.6;"2022-10-24 22:05:49"
1055;43.9;"2022-10-24 22:05:50"
1056;48.9;"2022-10-24 22:05:51"
1057;37.8;"2022-10-24 22:05:52"
1058;44.6;"2022-10-24 22:05:54"
1059;20.6;"2022-10-24 22:05:55"
1060;25.5;"2022-10-24 22:05:56"
1061;27.2;"2022-10-24 22:05:57"
1062;33.9;"2022-10-24 22:05:58"
1063;25.5;"2022-10-24 22:05:59"
1064;47.7;"2022-10-24 22:06:00"
1065;37.0;"2022-10-24 22:06:01"
1066;35.1;"2022-10-24 22:06:02"
1067;33.5;"2022-10-24 22:06:04"
1068;21.5;"2022-10-24 22:06:05"
1069;20.0;"2022-10-24 22:06:06"
1070;23.8;"2022-10-24 22:06:07"
1071;34.4;"2022-10-24 22:06:08"
1072;19.8;"2022-10-24 22:06:09"
1073;24.3;"2022-10-24 22:06:10"
1074;20.2;"2022-10-24 22:06:11"
1075;21.6;"2022-10-24 22:06:12"
1076;24.2;"2022-10-24 22:06:13"
1077;27.5;"2022-10-24 22:06:15"
1078;19.1;"2022-10-24 22:06:16"
1079;30.2;"2022-10-24 22:06:17"
1080;16.9;"2022-10-24 22:06:18"
1081;16.2;"2022-10-24 22:06:19"
1082;16.1;"2022-10-24 22:06:20"
1083;20.2;"2022-10-24 22:06:21"
1084;17.7;"2022-10-24 22:06:22"
1085;19.4;"2022-10-24 22:06:23"
1086;19.1;"2022-10-24 22:06:24"
1087;30.2;"2022-10-24 22:06:26"
1088;50.4;"2022-10-24 22:06:27"
1089;69.5;"2022-10-24 22:06:28"
1090;52.9;"2022-10-24 22:06:30"
1091;45.3;"2022-10-24 22:06:31"
1092;47.9;"2022-10-24 22:06:32"
1093;76.2;"2022-10-24 22:06:33"
1094;51.9;"2022-10-24 22:06:34"
1095;40.3;"2022-10-24 22:06:36"
1096;33.0;"2022-10-24 22:06:37"
1097;55.3;"2022-10-24 22:06:38"
1098;40.9;"2022-10-24 22:06:39"
1099;46.1;"2022-10-24 22:06:40"
1100;40.9;"2022-10-24 22:06:41"
1101;47.9;"2022-10-24 22:06:42"
1102;38.7;"2022-10-24 22:06:43"
1103;34.6;"2022-10-24 22:06:45"
1104;44.2;"2022-10-24 22:06:46"
1105;37.2;"2022-10-24 22:06:47"
1106;31.2;"2022-10-24 22:06:48"
1107;30.5;"2022-10-24 22:06:49"
1108;23.9;"2022-10-24 22:06:50"
1109;56.3;"2022-10-24 22:06:51"
1110;64.4;"2022-10-24 22:06:52"
1111;21.3;"2022-10-24 22:06:54"
1112;32.8;"2022-10-24 22:06:55"
1113;18.8;"2022-10-24 22:06:56"
1114;20.9;"2022-10-24 22:06:57"
1115;21.4;"2022-10-24 22:06:58"
1116;30.0;"2022-10-24 22:07:00"
1117;33.1;"2022-10-24 22:07:01"
1118;31.0;"2022-10-24 22:07:02"
1119;32.0;"2022-10-24 22:07:03"
1120;24.9;"2022-10-24 22:07:04"
1121;39.6;"2022-10-24 22:07:06"
1122;27.6;"2022-10-24 22:07:07"
1123;28.4;"2022-10-24 22:07:09"
1124;23.8;"2022-10-24 22:07:10"
1125;30.3;"2022-10-24 22:07:11"
1126;17.4;"2022-10-24 22:07:12"
1127;20.4;"2022-10-24 22:07:13"
1128;20.8;"2022-10-24 22:07:14"
1129;24.9;"2022-10-24 22:07:15"
1130;40.5;"2022-10-24 22:07:16"
1131;44.7;"2022-10-24 22:07:17"
1132;37.2;"2022-10-24 22:07:18"
1133;19.8;"2022-10-24 22:07:19"
1134;46.0;"2022-10-24 22:07:20"
1135;33.1;"2022-10-24 22:07:22"
1136;40.2;"2022-10-24 22:07:23"
1137;34.2;"2022-10-24 22:07:24"
1138;17.2;"2022-10-24 22:07:25"
1139;25.2;"2022-10-24 22:07:26"
1140;18.2;"2022-10-24 22:07:27"
1141;36.1;"2022-10-24 22:07:28"
1142;32.4;"2022-10-24 22:07:29"
1143;24.9;"2022-10-24 22:07:30"
1144;33.5;"2022-10-24 22:07:32"
1145;55.5;"2022-10-24 22:07:33"
1146;46.3;"2022-10-24 22:07:34"
1147;68.6;"2022-10-24 22:07:35"
1148;37.0;"2022-10-24 22:07:36"
1149;25.2;"2022-10-24 22:07:37"
1150;26.1;"2022-10-24 22:07:38"
1151;17.8;"2022-10-24 22:07:39"
1152;20.5;"2022-10-24 22:07:40"
1153;18.7;"2022-10-24 22:07:41"
1154;33.5;"2022-10-24 22:07:43"
1155;32.2;"2022-10-24 22:07:44"
1156;29.6;"2022-10-24 22:07:45"
1157;21.0;"2022-10-24 22:07:46"
1158;19.1;"2022-10-24 22:07:47"
1159;26.9;"2022-10-24 22:07:48"
1160;71.0;"2022-10-24 22:07:49"
1161;31.7;"2022-10-24 22:07:50"
1162;65.3;"2022-10-24 22:07:51"
1163;67.9;"2022-10-24 22:07:52"
1164;33.8;"2022-10-24 22:07:54"
1165;21.3;"2022-10-24 22:07:55"
1166;45.9;"2022-10-24 22:07:56"
1167;51.3;"2022-10-24 22:07:57"
1168;32.5;"2022-10-24 22:07:58"
1169;59.2;"2022-10-24 22:07:59"
1170;36.5;"2022-10-24 22:08:00"
1171;23.4;"2022-10-24 22:08:01"
1172;26.8;"2022-10-24 22:08:02"
1173;27.3;"2022-10-24 22:08:03"
1174;29.5;"2022-10-24 22:08:05"
1175;24.0;"2022-10-24 22:08:06"
1176;30.2;"2022-10-24 22:08:07"
1177;31.2;"2022-10-24 22:08:08"
1178;33.0;"2022-10-24 22:08:09"
1179;52.5;"2022-10-24 22:08:10"
1180;29.2;"2022-10-24 22:08:11"
1181;25.2;"2022-10-24 22:08:12"
1182;20.9;"2022-10-24 22:08:13"
1183;38.8;"2022-10-24 22:08:14"
1184;22.5;"2022-10-24 22:08:15"
1185;27.4;"2022-10-24 22:08:17"
1186;29.5;"2022-10-24 22:08:18"
1187;35.2;"2022-10-24 22:08:19"
1188;41.2;"2022-10-24 22:08:20"
1189;29.7;"2022-10-24 22:08:21"
1190;23.2;"2022-10-24 22:08:22"
1191;53.1;"2022-10-24 22:08:23"
1192;27.6;"2022-10-24 22:08:24"
1193;38.4;"2022-10-24 22:08:26"
1194;31.9;"2022-10-24 22:08:27"
1195;28.1;"2022-10-24 22:08:28"
1196;26.0;"2022-10-24 22:08:29"
1197;26.3;"2022-10-24 22:08:30"
1198;37.2;"2022-10-24 22:08:31"
1199;29.9;"2022-10-24 22:08:32"
1200;34.0;"2022-10-24 22:08:33"
1201;68.5;"2022-10-24 22:08:34"
1202;29.9;"2022-10-24 22:08:35"
1203;29.0;"2022-10-24 22:08:36"
1204;31.1;"2022-10-24 22:08:38"
1205;21.6;"2022-10-24 22:08:39"
1206;26.8;"2022-10-24 22:08:40"
1207;31.8;"2022-10-24 22:08:41"
1208;28.1;"2022-10-24 22:08:42"
1209;21.8;"2022-10-24 22:08:43"
1210;24.3;"2022-10-24 22:08:44"
1211;23.1;"2022-10-24 22:08:45"
1212;52.1;"2022-10-24 22:08:46"
1213;29.7;"2022-10-24 22:08:47"
1214;34.4;"2022-10-24 22:08:48"
1215;28.6;"2022-10-24 22:08:49"
1216;48.3;"2022-10-24 22:08:50"
1217;97.7;"2022-10-24 22:08:51"
1218;81.2;"2022-10-24 22:08:53"
1219;65.5;"2022-10-24 22:08:54"
1220;80.6;"2022-10-24 22:08:55"
1221;92.2;"2022-10-24 22:08:56"
1222;79.6;"2022-10-24 22:08:57"
1223;81.9;"2022-10-24 22:08:59"
1224;83.2;"2022-10-24 22:09:00"
1225;72.8;"2022-10-24 22:09:01"
1226;59.5;"2022-10-24 22:09:02"
1227;44.3;"2022-10-24 22:09:03"
1228;41.2;"2022-10-24 22:09:04"
1229;85.3;"2022-10-24 22:09:05"
1230;76.2;"2022-10-24 22:09:06"
1231;76.7;"2022-10-24 22:09:07"
1232;76.7;"2022-10-24 22:09:08"
1233;55.6;"2022-10-24 22:09:09"
1234;94.3;"2022-10-24 22:09:10"
1235;100.0;"2022-10-24 22:09:12"
1236;86.7;"2022-10-24 22:09:13"
1237;89.3;"2022-10-24 22:09:14"
1238;79.4;"2022-10-24 22:09:15"
1239;45.4;"2022-10-24 22:09:17"
1240;34.4;"2022-10-24 22:09:18"
1241;36.5;"2022-10-24 22:09:19"
1242;31.1;"2022-10-24 22:09:20"
1243;48.1;"2022-10-24 22:09:21"
1244;88.3;"2022-10-24 22:09:22"
1245;82.9;"2022-10-24 22:09:23"
1246;29.4;"2022-10-24 22:09:25"
1247;19.1;"2022-10-24 22:09:26"
1248;17.0;"2022-10-24 22:09:27"
1249;23.3;"2022-10-24 22:09:28"
1250;30.9;"2022-10-24 22:09:29"
1251;23.2;"2022-10-24 22:09:30"
1252;19.5;"2022-10-24 22:09:31"
1253;24.5;"2022-10-24 22:09:32"
1254;35.1;"2022-10-24 22:09:34"
1255;31.4;"2022-10-24 22:09:35"
1256;57.0;"2022-10-24 22:09:36"
1257;65.5;"2022-10-24 22:09:37"
1258;27.8;"2022-10-24 22:09:38"
1259;40.5;"2022-10-24 22:09:39"
1260;39.6;"2022-10-24 22:09:40"
1261;45.9;"2022-10-24 22:09:42"
1262;29.4;"2022-10-24 22:09:43"
1263;30.3;"2022-10-24 22:09:44"
1264;30.3;"2022-10-24 22:09:45"
1265;37.6;"2022-10-24 22:09:46"
1266;33.8;"2022-10-24 22:09:47"
1267;35.6;"2022-10-24 22:09:48"
1268;74.1;"2022-10-24 22:09:49"
1269;45.5;"2022-10-24 22:09:51"
1270;37.2;"2022-10-24 22:09:52"
1271;63.0;"2022-10-24 22:09:53"
1272;45.6;"2022-10-24 22:09:54"
1273;91.5;"2022-10-24 22:09:55"
1274;42.1;"2022-10-24 22:09:57"
1275;52.2;"2022-10-24 22:09:58"
1276;41.6;"2022-10-24 22:09:59"
1277;30.5;"2022-10-24 22:10:01"
1278;42.5;"2022-10-24 22:10:02"
1279;38.9;"2022-10-24 22:10:03"
1280;24.1;"2022-10-24 22:10:04"
1281;35.2;"2022-10-24 22:10:05"
1282;30.9;"2022-10-24 22:10:06"
1283;46.4;"2022-10-24 22:10:07"
1284;33.8;"2022-10-24 22:10:09"
1285;20.2;"2022-10-24 22:10:10"
1286;14.6;"2022-10-24 22:10:11"
1287;22.4;"2022-10-24 22:10:12"
1288;19.4;"2022-10-24 22:10:13"
1289;16.3;"2022-10-24 22:10:14"
1290;29.2;"2022-10-24 22:10:15"
1291;64.7;"2022-10-24 22:10:16"
1292;32.9;"2022-10-24 22:10:17"
1293;78.9;"2022-10-24 22:10:18"
1294;49.4;"2022-10-24 22:10:20"
1295;48.5;"2022-10-24 22:10:21"
1296;28.4;"2022-10-24 22:10:22"
1297;33.2;"2022-10-24 22:10:23"
1298;31.7;"2022-10-24 22:10:24"
1299;33.2;"2022-10-24 22:10:25"
1300;20.3;"2022-10-24 22:10:26"
1301;21.8;"2022-10-24 22:10:27"
1302;39.3;"2022-10-24 22:10:28"
1303;35.0;"2022-10-24 22:10:29"
1304;28.7;"2022-10-24 22:10:31"
1305;24.0;"2022-10-24 22:10:32"
1306;41.1;"2022-10-24 22:10:33"
1307;33.2;"2022-10-24 22:10:34"
1308;64.0;"2022-10-24 22:10:35"
1309;72.3;"2022-10-24 22:10:36"
1310;39.4;"2022-10-24 22:10:37"
1311;21.5;"2022-10-24 22:10:38"
1312;30.4;"2022-10-24 22:10:39"
1313;44.7;"2022-10-24 22:10:41"
